V1,V2,V3,V4,V5,V6,V7,Class
3,1,153773,153750,40647,77191,64502,5
5,1,31223,31217,118285,12992,54891,3
2,1,93037,93022,63449,139217,79830,4
5,2,22728,22724,98776,68057,70344,7
1,2,131912,131892,84671,128503,39734,2
3,4,144588,144568,4761,138058,53029,4
1,3,111105,111087,123669,94987,134765,6
4,1,71481,71467,73603,160447,69634,4
3,1,150173,150152,140936,67253,36838,9
1,3,126461,126441,119448,18428,105608,9
5,2,31690,31684,96422,63573,89175,7
5,4,28122,28118,162204,17963,59816,4
5,1,39600,39592,124409,120128,18628,3
2,3,87731,87717,15753,93110,61174,5
2,1,86903,86889,108026,141963,10441,3
4,3,58779,58768,134152,49203,104360,4
3,1,138099,138079,59559,147900,129286,4
5,2,36202,36194,127615,6757,74684,1
4,1,52438,52430,98621,42611,64556,4
4,3,75586,75572,64245,111917,145508,3
3,1,162543,162518,122088,47299,68556,7
2,4,99913,99897,17626,53477,156386,3
4,3,59165,59154,152369,76543,96544,4
4,2,66019,66006,58130,121866,64190,4
3,4,154242,154219,4799,132268,105731,4
1,3,116142,116124,26283,151663,104394,4
5,2,40933,40925,141139,24823,73318,9
5,4,15742,15740,6756,141551,74640,4
3,4,138895,138875,34906,82554,34787,6
4,4,64971,64958,158008,29001,117077,4
1,4,130267,130247,158603,31137,77526,4
5,2,8780,8779,58311,115598,2998,6
3,2,156168,156144,110923,36536,66028,7
5,3,39411,39403,130572,42878,30963,10
4,3,52218,52210,141586,40020,85096,1
4,2,67151,67138,68775,103610,69776,3
5,1,3902,3902,90037,18466,69775,3
4,4,74462,74448,4533,140780,94415,4
2,1,104077,104061,149318,34179,93346,9
2,1,105046,105029,2568,52541,24870,5
1,4,127144,127124,7454,154767,68906,4
5,1,38532,38524,89389,41165,66749,3
1,2,127863,127843,35311,9798,23407,4
5,4,15884,15882,6486,141330,62739,4
3,4,154310,154287,8351,134120,63049,10
5,3,40508,40500,80314,62725,139995,7
2,3,105235,105218,23931,6062,65675,6
5,1,23816,23812,141880,53426,58289,9
3,3,145241,145221,12806,3384,15872,6
1,3,132377,132357,23463,145193,123775,4
4,3,59456,59445,43317,98859,147569,3
1,3,122159,122141,40737,114184,97114,6
5,4,18269,18266,34,163566,164293,3
3,4,150162,150141,121891,62329,114526,9
1,3,132725,132705,42878,2184,6053,6
5,2,32312,32306,145023,62306,33026,9
1,3,116214,116196,25949,148178,101121,4
4,3,65968,65955,21313,154185,92343,4
4,1,70802,70788,97704,42274,102137,4
4,3,49713,49705,25203,146658,25071,4
4,3,47413,47405,146309,48297,1446,10
5,3,3007,3007,22390,155580,103353,4
1,3,115973,115955,145589,117109,162653,3
2,2,100783,100767,128504,30916,128225,4
4,1,47422,47414,93017,1222,5777,10
3,2,150970,150949,60026,133847,111993,4
1,2,113735,113717,60617,135194,111247,4
5,3,19416,19412,41331,110762,131060,3
5,3,19449,19445,40602,113581,133482,5
5,1,20303,20299,51553,156287,125028,10
5,2,1952,1952,147860,7075,72236,4
1,3,110634,110616,6849,163123,85809,4
2,4,95219,95204,161076,29651,64341,4
2,1,87311,87297,71811,146348,85634,4
1,1,119293,119275,59354,97218,16696,3
3,4,153492,153469,140648,32429,119699,10
2,1,99350,99334,29300,59915,63684,4
1,1,123213,123195,80152,67459,76735,7
3,1,158386,158362,14721,50298,3574,3
5,1,5710,5710,116356,26728,51911,7
5,3,266,266,82138,109088,138925,3
3,2,143304,143284,115110,51349,99493,7
3,2,141730,141710,65795,150173,107856,4
2,4,94668,94653,794,492,163872,11
1,1,115395,115377,154863,53370,126037,9
5,2,31418,31412,95216,62123,105957,7
5,1,38152,38144,37125,88488,28529,10
2,4,79653,79639,79522,51885,147457,7
5,2,2169,2169,146569,8391,69905,4
3,2,139097,139077,934,14078,60021,4
3,2,149402,149381,63216,104532,36035,3
5,1,23296,23292,120010,28782,82798,7
4,3,65208,65195,152399,93911,80974,4
4,2,48670,48662,112388,86719,40287,1
1,3,114677,114659,87148,84712,117001,3
2,1,99525,99509,25062,49728,68680,4
3,4,154482,154459,31864,113692,153347,3
5,3,33130,33124,137696,135489,159202,4
5,2,333,333,84354,110708,21568,8
2,4,94314,94299,6960,86054,133876,7
5,4,36184,36176,157516,33979,163864,1
5,1,19212,19209,137131,117658,30800,10
5,4,12101,12100,8585,153609,117358,10
4,1,47070,47062,86856,31103,74326,4
4,4,49381,49373,137124,58543,98314,2
5,1,10751,10750,125050,31073,99172,4
1,1,110101,110083,133082,105789,50478,3
5,3,38226,38218,35331,129603,104379,10
3,1,141920,141900,56639,116381,106804,10
3,1,138300,138280,64032,145052,137598,4
4,4,71430,71416,2361,140250,124167,4
5,1,15546,15544,80310,129225,30638,3
4,1,51942,51934,44917,40227,73730,7
5,1,984,984,97392,122046,29705,7
5,3,32856,32850,24793,149636,47024,5
3,3,146602,146581,20640,21929,87953,11
1,2,119207,119189,37988,121326,35149,10
3,1,133826,133806,80690,124333,65480,7
3,4,158540,158515,106246,114752,140701,8
2,4,76805,76791,155820,4249,4675,4
1,3,126949,126929,31786,159974,76846,4
5,2,20871,20867,121836,44850,84843,1
1,1,110836,110818,48254,98861,97349,10
5,2,26073,26069,89885,124528,14677,10
5,1,6074,6074,134837,50001,68063,7
2,3,82483,82469,49825,36885,116398,8
1,4,111193,111175,14745,30727,34457,6
2,2,100427,100411,60562,92896,36219,7
2,3,102030,102014,26091,137187,91196,10
2,4,78946,78932,160161,48476,89261,4
3,1,154660,154636,123483,52797,132207,1
2,4,78031,78017,7291,144536,117415,10
3,4,153214,153191,160495,51567,57591,4
1,3,125657,125639,105225,1565,158074,8
3,3,147509,147488,60983,101786,133778,3
2,1,89489,89475,94904,91604,86510,4
4,3,49431,49423,102674,65787,145785,3
5,3,26581,26577,101384,129564,131495,8
2,3,78714,78700,151431,4518,65337,4
3,3,142894,142874,5861,80546,140752,3
5,4,477,477,86466,144924,152316,7
4,1,52097,52089,89935,98280,34945,11
4,3,56213,56202,19066,108249,3139,4
3,2,152846,152823,16069,81004,55761,11
4,4,68050,68037,106659,36824,97893,9
1,4,125848,125828,65068,49187,145856,7
1,1,129891,129871,81338,147016,126602,4
5,3,14336,14335,88237,69542,138230,7
5,3,28653,28649,43101,96509,139188,5
1,4,113580,113562,3239,150873,38753,4
1,4,109143,109125,68889,19379,147911,7
1,4,113528,113510,3081,139721,63749,4
5,2,34851,34845,1742,50085,8160,3
4,1,57233,57222,89657,90429,16251,4
3,1,161286,161261,85089,77360,75512,4
5,3,42714,42706,12397,27108,145304,3
4,1,68787,68773,47799,95842,15899,10
4,2,48091,48083,100954,59203,116154,7
5,1,27242,27238,121406,111949,47240,11
2,4,97705,97689,70467,29724,148680,7
5,1,963,963,92922,114935,53551,7
2,2,94939,94924,104927,28559,75950,4
1,3,125620,125602,95231,87450,115290,3
4,3,71857,71843,17133,103284,105458,4
1,4,116240,116222,5814,143528,51066,4
5,3,16354,16351,19695,82484,127505,5
5,3,42877,42869,1620,90128,111814,6
4,2,50333,50325,74772,97015,2603,3
4,1,52017,52009,60294,76759,78114,7
3,4,155488,155464,43063,54748,158127,3
5,2,34282,34276,122899,134093,69885,6
5,4,25955,25951,132558,138362,34168,4
2,3,82164,82150,41448,85754,152043,3
4,4,70793,70779,42208,82831,154724,4
4,1,71792,71778,78837,161868,103172,4
5,3,37662,37654,133667,140666,157431,4
4,4,56708,56697,60539,160180,157196,3
2,2,76697,76683,111161,15904,26281,4
1,1,109044,109026,116961,19218,96323,7
2,1,83784,83770,98918,8306,20966,3
1,4,129026,129006,161681,18706,21085,4
1,3,117643,117625,37010,84630,118703,7
4,1,73698,73684,130523,148609,69789,9
3,2,160605,160580,57289,154487,109895,4
4,3,54105,54097,145502,17904,91793,4
5,3,1982,1982,162952,16761,46644,4
5,3,42992,42984,1813,115353,75666,6
5,2,18085,18082,61351,82566,26386,11
5,3,32553,32547,95554,30894,97648,9
2,4,80152,80138,102759,26813,141224,1
2,1,89273,89259,103496,47055,90130,4
1,4,126545,126525,107153,15498,120205,9
4,2,46240,46232,66952,136743,100460,4
5,2,36412,36404,123542,50790,67609,4
1,1,126083,126063,114975,29409,86161,7
4,2,62320,62309,107224,122038,6991,4
2,2,89967,89953,62260,143290,95206,4
1,1,116531,116513,42738,101592,61213,10
1,3,131251,131231,89528,63663,134447,7
3,4,133745,133725,96658,159176,150981,7
2,2,104473,104457,64138,142715,114430,4
5,3,27288,27284,110260,114788,137540,3
5,2,19841,19837,51953,150256,101469,4
3,3,148297,148276,2370,77503,147325,3
1,4,113331,113313,5023,156848,83650,4
3,1,142771,142751,134144,89109,66542,10
1,3,127638,127618,5137,24018,56564,6
2,4,99518,99502,161653,2362,163809,4
4,3,56815,56804,142164,109648,151374,3
2,3,80104,80090,99712,36076,137372,7
1,3,123726,123708,146571,31134,109148,4
5,2,6062,6062,122625,72082,109768,7
5,1,32413,32407,133077,60980,31549,9
5,4,27808,27804,160772,49310,33923,4
5,2,33896,33890,38464,77243,34360,3
3,1,144569,144549,68381,158159,122912,4
3,2,157709,157685,26261,6761,53556,5
4,2,46892,46884,81092,2192,5610,4
5,2,25815,25811,66203,112808,13201,4
1,1,112419,112401,86914,25544,79574,1
4,2,57339,57328,100735,106073,16524,4
4,2,64857,64844,71459,35773,30686,3
1,1,118480,118462,95826,65081,65304,10
2,4,102708,102692,155934,3813,22160,4
5,3,38924,38916,154299,28328,24767,4
2,2,95880,95865,51685,152708,125168,4
2,3,75745,75731,37162,87163,145673,3
2,3,105631,105614,11919,6986,74079,10
5,4,22214,22210,109367,15929,162713,3
5,1,39206,39198,113369,27512,33757,4
3,2,154322,154299,47664,117379,46090,10
3,1,157165,157141,74221,147663,37693,4
5,1,24260,24256,74093,132521,15504,3
4,3,70348,70334,27524,108344,137297,7
3,4,149790,149769,62404,60784,151237,7
3,4,145763,145742,145483,112796,162590,3
1,3,113804,113786,30719,108598,87670,10
5,1,10755,10754,101705,52335,23156,4
2,1,91786,91772,94745,44521,95482,7
3,2,144439,144419,68124,153783,53343,4
3,1,135157,135137,63006,144098,124462,4
2,4,85730,85716,67339,101398,157140,3
5,2,1476,1476,152408,71839,85126,4
5,1,42607,42599,30635,109457,3963,3
1,2,124912,124894,122748,25500,86810,1
1,2,120506,120488,122607,61502,85807,7
1,3,116457,116439,16255,131337,109252,4
3,3,139116,139096,1078,92873,124900,4
5,4,21499,21495,153353,36554,86739,4
2,2,84845,84831,112971,14642,74019,1
5,2,16934,16931,33373,80527,61157,10
3,1,162651,162626,137314,45238,86670,7
3,1,147087,147066,105304,88954,111773,4
5,1,11273,11272,74381,88738,53327,3
3,2,136664,136644,124731,79045,93804,7
5,1,31705,31699,114002,28249,110052,7
2,4,91968,91954,69981,41489,149836,7
3,4,146158,146137,29512,44665,145509,7
5,3,36057,36049,59367,277,54463,3
3,4,163413,163388,9294,149131,67339,4
1,4,130311,130291,159098,26252,52346,4
5,4,42403,42395,37680,87284,84777,10
4,2,63020,63007,65348,121014,53280,4
3,4,163793,163768,10441,143176,54909,4
4,4,62606,62593,87575,140540,161015,3
5,3,529,529,89619,135915,133406,7
3,4,150653,150632,30842,155031,136600,5
5,3,31523,31517,78632,78463,156061,7
4,1,67782,67769,102867,133280,83766,9
5,2,16208,16205,31610,116516,44892,3
3,1,164454,164429,12203,71602,11388,4
2,2,101553,101537,58467,139454,107611,4
1,2,123695,123677,96474,38910,78834,4
1,1,116416,116398,63727,116033,134645,4
5,4,11072,11071,141825,31685,51920,10
1,3,132154,132134,21960,147297,111432,4
5,4,14950,14948,97751,36882,128507,9
4,2,56849,56838,151721,122550,5224,5
4,4,46306,46298,3226,156054,64561,4
4,4,47606,47598,161517,21263,154253,10
3,4,136354,136334,147441,97092,137582,10
3,4,157977,157953,52581,13524,11995,4
5,1,27163,27159,106547,126246,59499,7
4,1,56962,56951,97432,97437,60525,6
5,4,15609,15607,6132,149351,67593,4
3,1,153857,153834,50712,150016,122164,4
5,1,23736,23732,140851,44730,37278,9
2,1,96321,96306,86098,64769,21919,3
2,1,86186,86172,83020,59166,29593,7
4,2,59434,59423,120324,118801,53561,3
2,3,79368,79354,115499,148065,144168,3
1,1,110575,110557,54888,148594,75412,4
4,3,66400,66387,144217,24634,13229,4
3,2,164164,164139,24177,54627,4729,3
4,4,44659,44651,30411,46839,159700,3
5,3,6476,6476,133342,59689,124014,9
5,3,11680,11679,16914,117205,17670,4
2,4,101882,101866,14956,131132,15445,4
3,3,139430,139410,60901,128106,145803,3
3,4,148385,148364,23804,98408,157757,3
5,1,43392,43384,50479,5557,61554,10
5,1,24956,24952,76026,160251,79755,10
3,2,135333,135313,55095,153118,94346,4
1,4,128938,128918,162654,5788,130068,4
1,1,112924,112906,137377,38055,43317,4
1,4,115563,115545,93010,23710,125989,9
4,2,56598,56587,75071,134882,95068,4
1,2,119021,119003,60534,157093,116601,4
4,3,47554,47546,144510,41446,65751,10
5,3,11549,11548,17989,158729,65934,5
5,4,10075,10074,131197,108331,159188,3
1,3,124405,124387,19635,134371,83917,4
5,2,20798,20794,103444,34912,83708,3
2,4,95840,95825,7433,155785,75550,4
5,1,22744,22740,86931,22237,101871,7
1,1,111600,111582,98789,117023,105324,3
5,3,30462,30458,152742,10959,57032,4
5,4,398,398,87131,145074,149206,7
5,4,32810,32804,63282,151153,163025,3
5,4,24974,24970,2077,158556,81389,10
4,1,60404,60393,83389,29400,98821,3
5,2,32487,32481,143760,59920,29554,9
3,3,146789,146768,153509,32607,8275,4
1,4,128416,128396,79307,42643,125973,7
1,3,106533,106516,149981,16794,1379,4
3,2,163856,163831,75362,140537,101687,4
5,4,43158,43150,1403,43219,25837,4
4,1,45604,45596,103684,76733,10702,3
1,1,105936,105919,100562,117806,31885,8
2,3,92667,92652,129982,33273,105866,9
3,2,164226,164201,13886,54089,53881,5
3,4,145661,145640,7697,5372,152146,3
4,2,70971,70957,131835,134311,105079,4
5,3,21969,21965,102307,125849,143811,3
4,3,54000,53992,139584,34858,112749,1
5,3,33425,33419,138354,139385,157318,4
5,4,1228,1228,4617,57274,160135,3
2,1,89099,89085,47508,63417,79164,3
2,1,91413,91399,38785,76811,35029,3
4,1,61583,61572,107993,66663,31636,7
4,1,50663,50655,35574,16729,6549,6
2,2,102727,102711,110233,13753,39256,4
5,4,21278,21274,155960,47549,70868,4
1,3,116398,116380,24666,145587,89214,4
4,3,69245,69231,61548,118370,17795,4
3,2,134665,134645,109784,75054,119328,4
1,3,130731,130711,146270,107712,159207,3
5,3,2358,2358,162514,47856,36090,10
1,1,107786,107768,56242,160159,116880,4
5,3,5527,5527,94457,99494,114634,3
5,4,7135,7134,139597,46924,147164,9
2,2,84754,84740,111064,17595,79483,3
3,2,147787,147766,58231,137193,81793,4
4,2,58833,58822,66963,130321,10268,4
4,3,56470,56459,19545,111988,6972,4
4,3,52998,52990,65188,104659,147429,3
5,3,8896,8895,25552,32092,128426,10
5,4,35891,35883,29089,85261,160997,3
1,2,132045,132025,41024,133680,84088,4
2,4,75855,75841,103359,127592,146014,8
5,2,26685,26681,114357,110613,1311,7
2,4,100331,100315,86220,158936,152261,7
5,1,38623,38615,109631,26673,112283,3
4,1,47417,47409,93233,1581,5417,10
3,3,157961,157937,32938,77734,4533,4
5,3,12007,12006,119685,148187,155858,4
5,2,34003,33997,110555,111270,44549,3
1,1,116745,116727,44032,7072,119415,6
3,4,143600,143580,79213,77792,152727,7
3,3,155545,155521,97113,85097,113716,3
5,4,16893,16890,27446,60985,67813,10
5,1,39375,39367,138957,98149,92657,4
5,2,38705,38697,91708,21303,37124,1
1,4,106055,106038,80806,158600,149384,7
4,3,64189,64176,162171,113730,152179,3
5,3,1874,1874,162844,8887,38826,4
3,4,157497,157473,17340,157760,121280,10
5,1,24786,24782,73198,160759,82221,4
3,3,142625,142605,158518,20903,61362,4
5,3,28570,28566,46283,95159,147217,3
3,2,143985,143965,144955,69056,29639,9
5,4,20862,20858,155570,82691,163724,1
2,2,91158,91144,105857,33798,113568,10
2,3,99915,99899,24206,51866,132221,3
1,2,125522,125504,76357,103890,42343,3
3,4,155833,155809,67852,52360,148408,7
1,2,106679,106662,118447,55011,100856,4
1,1,113816,113798,41731,91976,35646,10
4,3,55338,55330,84640,18413,135615,7
1,2,109403,109385,128664,21632,121809,7
2,1,98609,98593,65875,155123,107784,4
5,4,26821,26817,86639,151249,152605,7
5,3,1421,1421,163330,19192,11617,4
3,4,157817,157793,58261,20238,32211,6
1,2,124358,124340,50462,152641,102916,4
3,2,145511,145491,762,48168,10398,4
3,4,151082,151061,3355,156435,105331,4
1,4,111491,111473,39978,80259,146471,10
1,2,124118,124100,117898,131762,33728,3
3,3,133818,133798,98578,147788,134664,7
4,2,53607,53599,73891,123746,84740,4
3,1,157220,157196,72360,144135,58192,4
4,2,60600,60589,70520,104338,24293,4
2,1,94638,94623,28987,57610,51856,7
3,1,158696,158671,71309,107727,17295,7
2,3,86117,86103,75689,42341,152533,7
5,3,22374,22370,75017,59104,138441,7
3,3,153599,153576,85874,45770,137177,10
2,4,86433,86419,97173,92272,133955,9
3,4,149891,149870,68443,64567,147308,7
2,3,93050,93035,13483,161237,93092,4
4,2,47951,47943,103094,99486,34754,3
4,2,73485,73471,132750,94092,81409,7
4,1,43776,43768,46695,112205,94211,3
5,1,43257,43249,42101,108816,14490,10
4,4,45490,45482,140996,150614,150571,10
2,1,76599,76585,111111,33628,81743,4
4,1,60614,60603,67321,37888,52811,4
1,2,120800,120782,144498,35639,121523,9
4,4,67397,67384,56136,28627,140567,7
1,1,114638,114620,58571,71124,9238,3
4,3,75388,75374,48314,97298,634,4
2,3,86733,86719,119661,35045,115780,9
5,1,1588,1588,148818,56956,114594,4
4,1,54449,54441,85268,6661,102553,4
4,4,48840,48832,144581,3367,60614,9
5,1,16452,16449,32056,94949,8346,6
4,4,65592,65579,4923,132936,101009,5
2,4,89189,89175,156781,2634,103870,4
4,2,45957,45949,52122,161538,81530,4
1,3,130638,130618,113634,127815,143729,10
3,2,147528,147507,67652,103259,11731,3
2,3,103326,103310,90208,61795,150176,7
3,3,148773,148752,142457,14114,86919,4
4,4,60314,60303,29618,93752,162453,3
2,3,84187,84173,125182,142137,156618,4
2,2,98711,98695,76346,136930,101863,4
2,4,95596,95581,12862,140066,120782,5
2,1,89582,89568,103074,63654,115242,4
5,4,4035,4035,136242,40865,159629,3
2,4,94780,94765,121769,80777,152100,1
1,2,123563,123545,96475,43885,82774,4
2,3,92781,92766,35639,102043,144347,3
3,4,158621,158596,71477,155085,147073,7
5,2,32858,32852,73696,132325,132611,5
5,2,43397,43389,39994,95487,21140,10
1,2,110268,110250,48321,129786,15418,4
2,2,100720,100704,47758,52728,43433,3
4,1,70670,70656,120184,93561,109012,4
2,2,93720,93705,11289,92728,38833,4
2,4,86855,86841,136347,97972,103946,2
4,1,72058,72044,76496,79033,33115,3
4,1,56753,56742,126989,132748,32194,3
3,2,158011,157987,3249,97547,31100,4
4,2,60106,60095,76854,142916,95518,4
4,3,46393,46385,14170,131264,48668,10
5,4,2830,2830,46705,107588,141898,5
5,1,15733,15731,63497,157319,70421,4
4,2,48346,48338,99552,51095,102650,7
1,1,116072,116054,63161,115076,125566,4
3,2,146530,146509,23696,71867,33220,7
4,3,60242,60231,29798,101714,116299,3
2,1,78251,78237,58856,120773,19402,3
4,4,43836,43828,91527,101488,163445,3
3,3,145841,145820,24787,85748,144847,3
5,1,6886,6886,149191,71740,49475,9
1,4,121864,121846,10369,151443,124065,10
1,2,127879,127859,22881,1119,10470,10
2,2,90565,90551,53481,24520,12517,3
3,3,135875,135855,149596,73296,55270,4
5,2,17638,17635,87514,100236,47642,7
2,1,99513,99497,45936,52505,65520,4
5,3,4397,4397,159464,28359,100496,4
4,3,60166,60155,30000,120965,67718,10
2,2,81639,81625,8406,77949,60367,6
3,2,160732,160707,54215,155807,92294,4
2,1,83761,83747,82981,31512,11613,10
5,2,42763,42755,41443,119154,4098,5
3,2,144592,144572,56665,161120,77614,4
2,2,84592,84578,25217,118761,53974,10
2,2,87820,87806,10862,65709,85666,6
4,4,64128,64115,24906,106315,160252,3
4,1,50411,50403,1160,90774,145912,3
4,2,72531,72517,59733,103542,28933,4
3,1,157517,157493,48406,95369,30758,10
5,2,7058,7058,155520,57399,29702,9
1,2,120431,120413,124552,70206,102625,7
3,2,136392,136372,136998,105579,108181,10
1,3,115394,115376,113283,10115,117791,9
5,3,11857,11856,15911,125116,49712,4
4,3,54848,54840,59517,81505,155432,3
4,3,57021,57010,33879,95313,68440,6
1,4,113303,113285,3413,143672,106362,4
2,1,82386,82372,88771,125063,13025,3
3,4,136374,136354,145110,106443,156817,10
4,4,50608,50600,4091,23692,43364,6
2,4,96763,96748,158290,45787,93247,10
4,2,56072,56061,130033,138421,91727,3
1,3,117495,117477,41426,95267,119623,7
3,4,154150,154127,7374,155216,63055,4
1,1,133041,133021,2913,129214,13203,4
2,4,95406,95391,101179,27517,152873,3
5,3,37314,37306,26775,125432,62746,5
3,2,156661,156637,141104,36773,68868,2
1,4,131367,131347,123707,28106,141491,9
4,2,68845,68831,42171,107967,43970,3
2,3,80993,80979,26966,160616,79006,4
2,4,104508,104492,11932,159022,86536,4
3,3,136062,136042,156028,56990,58309,4
4,1,72766,72752,24621,19387,8029,3
1,1,106204,106187,116482,103194,15132,7
4,2,46196,46188,63665,118531,82742,4
4,2,70064,70050,40744,96946,47265,7
2,3,84000,83986,135425,133831,157625,5
1,1,131168,131148,127320,91517,65363,7
5,2,42299,42291,57615,110661,36110,10
1,4,125771,125751,64906,53970,147873,7
4,3,63649,63636,108761,76950,114983,4
4,2,51931,51923,55983,19193,81067,7
1,3,128959,128939,149566,42267,29191,4
3,3,146353,146332,16001,15650,101771,7
5,1,18770,18767,100829,69111,86657,4
4,1,51346,51338,28114,82797,66444,3
2,1,87860,87846,12183,91952,164439,6
4,1,67180,67167,100967,80701,6085,3
4,3,74389,74375,19912,135474,62490,4
